id,name,source_csv,gene name,log2FoldChange,source_xlxs
ZDB-GENE-020103-1,irx7,cell_diff_brain,irx7,0.8078799437099,4dpl
ZDB-GENE-040718-266,rab11fip4a,cell_diff_brain,rab11fip4a,-0.074571980308311,4dpl
ZDB-GENE-000526-1,hey2,cell_diff_brain,hey2,-1.08142876580961,4dpl
ZDB-GENE-990415-268,thrb,cell_diff_brain,thrb,0.20107265997403,4dpl
ZDB-GENE-040426-2795,rp2,cell_diff_brain,rp2,0.0854910754061683,4dpl
ZDB-GENE-990415-131,htt,cell_diff_brain,htt,0.31773052515514,4dpl
ZDB-GENE-020117-1,dmbx1a,cell_diff_brain,dmbx1a,0.431303259568695,4dpl
ZDB-GENE-030131-1917,racgap1,cell_diff_brain,racgap1,0.980406054192983,4dpl
ZDB-GENE-040426-2845,cnot8,cell_diff_brain,cnot8,-0.197008844644542,4dpl
ZDB-GENE-990415-206,pes,cell_diff_brain,pes,0.140116964087169,4dpl
ZDB-GENE-050522-216,ptk7a,cell_diff_brain,ptk7a,0.0358192171682115,4dpl
ZDB-GENE-041008-136,top2b,cell_diff_brain,top2b,0.0682765152924617,4dpl
ZDB-GENE-060824-1,arrb1,cell_diff_brain,arrb1,-0.039189246314169,4dpl
ZDB-GENE-040718-103,nr4a2b,cell_diff_brain,nr4a2b,-0.277680975547815,4dpl
ZDB-GENE-110114-1,cyp2r1,cell_diff_brain,cyp2r1,0.928074705861567,4dpl
ZDB-GENE-030131-5408,vcp,cell_diff_brain,vcp,-0.479300695593444,4dpl
ZDB-GENE-061103-160,scg2b,cell_diff_brain,scg2b,-1.03757870133375,4dpl
ZDB-GENE-030131-8491,nup62l,cell_diff_brain,nup62l,0.613575326361996,4dpl
ZDB-GENE-030131-341,hmgb1a,cell_diff_brain,hmgb1a,1.1209242475164,4dpl
ZDB-GENE-980605-30,tcf7l1a,cell_diff_brain,tcf7l1a,0.0249353951477016,4dpl
ZDB-GENE-040426-2836,upf1,cell_diff_brain,upf1,0.0137861255748433,4dpl
ZDB-GENE-040426-1934,chn1,cell_diff_brain,chn1,-0.0627469833824264,4dpl
ZDB-GENE-980526-395,sox11a,cell_diff_brain,sox11a,0.159307663716717,4dpl
ZDB-GENE-990415-8,pax2a,cell_diff_brain,pax2a,-0.199421603308443,4dpl
ZDB-GENE-980526-515,mafba,cell_diff_brain,mafba,-0.456804805985411,4dpl
ZDB-GENE-050913-68,fbxo7,cell_diff_brain,fbxo7,0.369619833101946,4dpl
ZDB-GENE-991119-4,psen1,cell_diff_brain,psen1,0.0612021871202864,4dpl
ZDB-GENE-040116-3,pafah1b1b,cell_diff_brain,pafah1b1b,-0.2055636321826,4dpl
ZDB-GENE-040622-3,nf2b,cell_diff_brain,nf2b,0.369923267288953,4dpl
ZDB-GENE-991111-3,igf2a,cell_diff_brain,igf2a,-0.209566531583712,4dpl
ZDB-GENE-050522-503,nr3c1,cell_diff_brain,nr3c1,-0.0470656372325379,4dpl
ZDB-GENE-061110-61,ocrl,cell_diff_brain,ocrl,-0.766436018424978,4dpl
ZDB-GENE-120215-60,htr2ab,cell_diff_brain,htr2ab,-0.345290915345798,4dpl
ZDB-GENE-010111-1,sox19b,cell_diff_brain,sox19b,0.0694915097459976,4dpl
ZDB-GENE-050417-94,cdk10,cell_diff_brain,cdk10,0.707603033453576,4dpl
ZDB-GENE-020731-6,fmr1,cell_diff_brain,fmr1,0.410643929146419,4dpl
ZDB-GENE-020426-1,kif11,cell_diff_brain,kif11,0.357549440205529,4dpl
ZDB-GENE-990415-273,vegfaa,cell_diff_brain,vegfaa,-1.0131583517966,4dpl
ZDB-GENE-090313-240,zbtb17,cell_diff_brain,zbtb17,0.325758048035293,4dpl
ZDB-GENE-030616-360,mdga2a,cell_diff_brain,mdga2a,-0.125255862265549,4dpl
ZDB-GENE-990712-11,dnmt3bb.2,cell_diff_brain,dnmt3bb.2,0.771088322928437,4dpl
ZDB-GENE-030131-2935,igf2b,cell_diff_brain,igf2b,-0.183668711781431,4dpl
ZDB-GENE-990415-248,brd2a,cell_diff_brain,brd2a,-0.00199010492858044,4dpl
ZDB-GENE-030131-5418,rfng,cell_diff_brain,rfng,0.3242107324353,4dpl
ZDB-GENE-050808-1,nsfb,cell_diff_brain,nsfb,-0.207349425215285,4dpl
ZDB-GENE-080717-1,zeb2b,cell_diff_brain,zeb2b,0.0721666267197945,4dpl
ZDB-GENE-031219-7,myo5b,cell_diff_brain,myo5b,-0.135436691141423,4dpl
ZDB-GENE-080405-1,tert,cell_diff_brain,tert,0.351278279185532,4dpl
ZDB-GENE-030131-1600,ewsr1b,cell_diff_brain,ewsr1b,0.669587479370376,4dpl
ZDB-GENE-000403-1,axin1,cell_diff_brain,axin1,-0.0395584512692078,4dpl
ZDB-GENE-051108-1,hmgcrb,cell_diff_brain,hmgcrb,0.0104532664235517,4dpl
ZDB-GENE-030131-3529,med13b,cell_diff_brain,med13b,0.0640317311547188,4dpl
ZDB-GENE-991228-4,etv5b,cell_diff_brain,etv5b,-0.0923191883436363,4dpl
ZDB-GENE-050904-6,mpi,cell_diff_brain,mpi,-0.47037620017047,4dpl
ZDB-GENE-070117-37,reck,cell_diff_brain,reck,0.208295566189042,4dpl
ZDB-GENE-990415-238,rx3,cell_diff_brain,rx3,0.248616696187655,4dpl
ZDB-GENE-030805-5,tbx1,cell_diff_brain,tbx1,0.778203174737299,4dpl
ZDB-GENE-111014-1,klf4,cell_diff_brain,klf4,-0.841113097574123,4dpl
ZDB-GENE-050407-3,phox2bb,cell_diff_brain,phox2bb,-1.65319077809095,4dpl
ZDB-GENE-020419-5,cct3,cell_diff_brain,cct3,-0.358434490827463,4dpl
ZDB-GENE-060421-4643,bcl11aa,cell_diff_brain,bcl11aa,-0.21698955756649,4dpl
ZDB-GENE-050417-97,dmbx1b,cell_diff_brain,dmbx1b,0.153443545247463,4dpl
ZDB-GENE-040426-1718,rps7,cell_diff_brain,rps7,-0.0361603836155576,4dpl
ZDB-GENE-001207-1,supt5h,cell_diff_brain,supt5h,-0.0570213938202838,4dpl
ZDB-GENE-040318-1,fgf2,cell_diff_brain,fgf2,0.269421880099475,4dpl
ZDB-GENE-040718-259,atp6v1f,cell_diff_brain,atp6v1f,-0.422592633408716,4dpl
ZDB-GENE-081107-51,ccsapb,cell_diff_brain,ccsapb,0.0984777887656686,4dpl
ZDB-GENE-020419-23,atp6v0ca,cell_diff_brain,atp6v0ca,0.0771372628630893,4dpl
ZDB-GENE-030131-3161,npc1,cell_diff_brain,npc1,-0.0279402042276151,4dpl
ZDB-GENE-060927-1,pcsk9,cell_diff_brain,pcsk9,0.524119120312683,4dpl
ZDB-GENE-050417-340,ssbp1,cell_diff_brain,ssbp1,-0.523813206078014,4dpl
ZDB-GENE-021115-9,klf6a,cell_diff_brain,klf6a,0.238467712534494,4dpl
ZDB-GENE-980526-370,pou3f2b,cell_diff_brain,pou3f2b,-0.373968343951755,4dpl
ZDB-GENE-020515-1,id3,cell_diff_brain,id3,0.0554944382134129,4dpl
ZDB-GENE-000710-4,zic2a,cell_diff_brain,zic2a,-0.222240468277151,4dpl
ZDB-GENE-040622-1,zic5,cell_diff_brain,zic5,0.106773447995488,4dpl
ZDB-GENE-030131-5045,cnbpa,cell_diff_brain,cnbpa,0.561559180040001,4dpl
ZDB-GENE-000920-1,edn1,cell_diff_brain,edn1,-0.0221360728961938,4dpl
ZDB-GENE-030616-579,ptf1a,cell_diff_brain,ptf1a,-0.736345348934386,4dpl
ZDB-GENE-030131-6248,brf1b,cell_diff_brain,brf1b,-0.00814888140067204,4dpl
ZDB-GENE-030131-3232,hdac6,cell_diff_brain,hdac6,0.027218350375028,4dpl
ZDB-GENE-990712-18,eya1,cell_diff_brain,eya1,-0.217289634685305,4dpl
ZDB-GENE-060613-1,thrab,cell_diff_brain,thrab,0.567538594809258,4dpl
ZDB-GENE-060612-1,crb2a,cell_diff_brain,crb2a,0.986914427327868,4dpl
ZDB-GENE-020809-4,adcyap1a,cell_diff_brain,adcyap1a,-0.837160791423255,4dpl
ZDB-GENE-041010-89,adcyap1b,cell_diff_brain,adcyap1b,-0.713696787986704,4dpl
ZDB-GENE-041010-5,park7,cell_diff_brain,park7,-1.05068627528884,4dpl
ZDB-GENE-040426-2290,rpl19,cell_diff_brain,rpl19,-0.181239121555849,4dpl
ZDB-GENE-060929-1258,igf2bp1,cell_diff_brain,igf2bp1,0.616941302167502,4dpl
ZDB-GENE-120510-3,vegfba,cell_diff_brain,vegfba,-0.735308971669389,4dpl
ZDB-GENE-030131-9242,sulf1,cell_diff_brain,sulf1,-0.197361712343188,4dpl
ZDB-GENE-050419-261,wtip,cell_diff_brain,wtip,-0.296547198415657,4dpl
ZDB-GENE-000509-3,smad3a,cell_diff_brain,smad3a,0.353463510112052,4dpl
ZDB-GENE-980526-485,pou5f3,cell_diff_brain,pou5f3,0.313744814433915,4dpl
ZDB-GENE-040426-1039,eif2b3,cell_diff_brain,eif2b3,-0.0399750578616537,4dpl
ZDB-GENE-050913-90,aplnrb,cell_diff_brain,aplnrb,-1.44451385471374,4dpl
ZDB-GENE-990614-17,ube2ib,cell_diff_brain,ube2ib,-0.129886074236631,4dpl
ZDB-GENE-030131-4605,vegfab,cell_diff_brain,vegfab,-0.782714716898203,4dpl
ZDB-GENE-030131-6070,nipblb,cell_diff_brain,nipblb,0.0154785497994905,4dpl
ZDB-GENE-030131-4027,fbxo5,cell_diff_brain,fbxo5,-0.539975433360582,4dpl
ZDB-GENE-030131-5306,clp1,cell_diff_brain,clp1,-0.154662519195469,4dpl
ZDB-GENE-030828-4,dnd1,cell_diff_brain,dnd1,0.553105563557226,4dpl
ZDB-GENE-031118-30,rab5c,cell_diff_brain,rab5c,-0.118868920230779,4dpl
ZDB-GENE-030131-3205,ubiad1,cell_diff_brain,ubiad1,-0.117242037301637,4dpl
ZDB-GENE-081104-363,adgra2,cell_diff_brain,adgra2,0.648538860916762,4dpl
ZDB-GENE-060929-512,aplnra,cell_diff_brain,aplnra,-1.28586434303761,4dpl
ZDB-GENE-030131-3445,dicer1,cell_diff_brain,dicer1,0.477322641802616,4dpl
ZDB-GENE-050114-3,lmx1ba,cell_diff_brain,lmx1ba,-0.450136815394156,4dpl
ZDB-GENE-030131-1957,chac1,cell_diff_brain,chac1,-0.781977803754624,4dpl
ZDB-GENE-040426-17,jmjd6,cell_diff_brain,jmjd6,-0.5774268993689,4dpl
ZDB-GENE-980526-389,gdf3,cell_diff_brain,gdf3,0.479848947087365,4dpl
ZDB-GENE-070912-553,zeb2a,cell_diff_brain,zeb2a,-0.750286009317601,4dpl
ZDB-GENE-020122-5,pknox1.1,cell_diff_brain,pknox1.1,-0.196728674996402,4dpl
ZDB-GENE-990415-263,thraa,cell_diff_brain,thraa,0.282083601795926,4dpl
ZDB-GENE-060908-2,scn12aa,cell_diff_brain,scn12aa,-0.159832231907072,4dpl
ZDB-GENE-010606-1,cdh1,cell_diff_brain,cdh1,-4.65021909008721,4dpl
ZDB-GENE-010716-1,irx1b,cell_diff_brain,irx1b,-0.408874719386053,4dpl
ZDB-GENE-010702-1,lmo4a,cell_diff_brain,lmo4a,-0.102599432487963,4dpl
ZDB-GENE-041010-21,mettl5,cell_diff_brain,mettl5,-0.118984157837575,4dpl
ZDB-GENE-040303-4,vegfc,cell_diff_brain,vegfc,0.788293637144457,4dpl
ZDB-GENE-040718-48,nus1,cell_diff_brain,nus1,-0.218180076049436,4dpl
ZDB-GENE-070112-2002,kdm6al,cell_diff_brain,kdm6al,0.783366103101369,4dpl
ZDB-GENE-031014-1,smad9,cell_diff_brain,smad9,-0.0169074317476682,4dpl
ZDB-GENE-051101-1,wwtr1,cell_diff_brain,wwtr1,0.030768004322956,4dpl
ZDB-GENE-040712-6,ccm2,cell_diff_brain,ccm2,0.530764694854596,4dpl
ZDB-GENE-050706-140,exosc3,cell_diff_brain,exosc3,0.901070052636366,4dpl
ZDB-GENE-040629-3,runx2a,cell_diff_brain,runx2a,-0.0285412020132737,4dpl
ZDB-GENE-060616-396,npas4a,cell_diff_brain,npas4a,-1.60059547314526,4dpl
ZDB-GENE-080513-1,mkxa,cell_diff_brain,mkxa,0.0401231873331944,4dpl
ZDB-GENE-001212-1,atp1a1a.1,cell_diff_brain,atp1a1a.1,-0.284932155049777,4dpl
ZDB-GENE-990415-9,acvr1l,cell_diff_brain,acvr1l,0.126826831271484,4dpl
ZDB-GENE-040801-205,socs1a,cell_diff_brain,socs1a,0.376090236292296,4dpl
ZDB-GENE-020424-3,lmna,cell_diff_brain,lmna,0.105683605460225,4dpl
ZDB-GENE-040426-1936,fbl,cell_diff_brain,fbl,-0.153513939922619,4dpl
ZDB-GENE-040628-4,bsx,cell_diff_brain,bsx,-1.67185570925734,4dpl
ZDB-GENE-031118-120,dkc1,cell_diff_brain,dkc1,0.255861238403032,4dpl
ZDB-GENE-041114-166,mfsd2aa,cell_diff_brain,mfsd2aa,0.955415124086162,4dpl
ZDB-GENE-041229-4,pitx3,cell_diff_brain,pitx3,-0.633256481578873,4dpl
ZDB-GENE-030131-5286,polr1a,cell_diff_brain,polr1a,0.963894960091836,4dpl
ZDB-GENE-030131-9710,yap1,cell_diff_brain,yap1,-0.726132172219381,4dpl
ZDB-GENE-030131-6896,larp7,cell_diff_brain,larp7,-0.352077284705806,4dpl
ZDB-GENE-991213-1,sox17,cell_diff_brain,sox17,-1.18388680303005,4dpl
ZDB-GENE-990708-6,foxo3b,cell_diff_brain,foxo3b,-0.244519926517208,4dpl
ZDB-GENE-030131-1736,exosc8,cell_diff_brain,exosc8,0.0981846707666025,4dpl
ZDB-GENE-040426-1315,hif1al,cell_diff_brain,hif1al,-1.00588949885483,4dpl
ZDB-GENE-030131-340,gldc,cell_diff_brain,gldc,-0.209179422620371,4dpl
ZDB-GENE-050208-569,bloc1s1,cell_diff_brain,bloc1s1,-0.5229780353611,4dpl
ZDB-GENE-990415-256,ndr1,cell_diff_brain,ndr1,-0.288993523492171,4dpl
ZDB-GENE-980526-333,sox3,cell_diff_brain,sox3,-0.0978885899387616,4dpl
ZDB-GENE-041001-114,gsx2,cell_diff_brain,gsx2,-1.89984248216679,4dpl
ZDB-GENE-040718-186,sox1a,cell_diff_brain,sox1a,1.10166979876702,4dpl
ZDB-GENE-000427-7,tbx20,cell_diff_brain,tbx20,-0.598064666164679,4dpl
ZDB-GENE-081105-56,kdm6a,cell_diff_brain,kdm6a,0.0555912013618817,4dpl
ZDB-GENE-030131-5784,bnc2,cell_diff_brain,bnc2,-0.224979880873141,4dpl
ZDB-GENE-020530-1,ptgs1,cell_diff_brain,ptgs1,-0.584377477268966,4dpl
ZDB-GENE-041111-259,ezh2,cell_diff_brain,ezh2,0.444485594325781,4dpl
ZDB-GENE-000616-15,foxh1,cell_diff_brain,foxh1,0.754779841788852,4dpl
ZDB-GENE-000830-1,nkx2.4b,cell_diff_brain,nkx2.4b,-0.113579000980685,4dpl
ZDB-GENE-990603-9,smad5,cell_diff_brain,smad5,-0.513519391394643,4dpl
ZDB-GENE-021030-4,cad,cell_diff_brain,cad,-0.343607028057715,4dpl
ZDB-GENE-031007-7,emx1,cell_diff_brain,emx1,-0.155038852498473,4dpl
ZDB-GENE-050302-100,rnf213a,cell_diff_brain,rnf213a,0.513516667627138,4dpl
ZDB-GENE-030131-7828,kdm1a,cell_diff_brain,kdm1a,-0.0180426090645988,4dpl
ZDB-GENE-030131-3831,utp15,cell_diff_brain,utp15,0.59187874601149,4dpl
ZDB-GENE-050320-92,cdh6,cell_diff_brain,cdh6,-0.161568145033639,4dpl
ZDB-GENE-011101-3,mab21l2,cell_diff_brain,mab21l2,-0.0480421986257582,4dpl
ZDB-GENE-030603-1,mgaa,cell_diff_brain,mgaa,-0.379235749527021,4dpl
ZDB-GENE-041007-4,nop10,cell_diff_brain,nop10,-0.609489873826498,4dpl
ZDB-GENE-041221-3,prnprs3,cell_diff_brain,prnprs3,-0.383045165618029,4dpl
ZDB-GENE-050506-79,rcor1,cell_diff_brain,rcor1,0.443449841296256,4dpl
ZDB-GENE-040426-1561,prpf31,cell_diff_brain,prpf31,0.289361178049112,4dpl
ZDB-GENE-070814-6,adamts9,cell_diff_brain,adamts9,-0.200319506683653,4dpl
ZDB-GENE-050208-501,nfia,cell_diff_brain,nfia,0.263666141626813,4dpl
ZDB-GENE-990415-267,foxg1a,cell_diff_brain,foxg1a,-0.209485548127196,4dpl
ZDB-GENE-061111-1,sdc4,cell_diff_brain,sdc4,0.000600257163108365,4dpl
ZDB-GENE-060223-2,kmt2d,cell_diff_brain,kmt2d,0.110867448279101,4dpl
ZDB-GENE-050105-1,nr1d1,cell_diff_brain,nr1d1,4.08518357660863,4dpl
ZDB-GENE-040827-4,pkd2,cell_diff_brain,pkd2,-0.147500600847025,4dpl
ZDB-GENE-020513-1,cygb1,cell_diff_brain,cygb1,0.496116206204181,7dpl
ZDB-GENE-001205-1,csf1ra,cell_diff_brain,csf1ra,0.180491904844463,7dpl
ZDB-GENE-050809-129,bloc1s2,cell_diff_brain,bloc1s2,-0.597622772839111,7dpl
ZDB-GENE-990415-183,notch1b,cell_diff_brain,notch1b,-0.135990983884769,7dpl
ZDB-GENE-040513-7,cdh23,cell_diff_brain,cdh23,0.602995764656905,7dpl
ZDB-GENE-030131-9691,nop14,cell_diff_brain,nop14,0.2849193862226,7dpl
ZDB-GENE-040426-1236,pdcd2,cell_diff_brain,pdcd2,0.0427476186895167,7dpl
ZDB-GENE-050419-150,il34,cell_diff_brain,il34,0.21219209108396,7dpl
ZDB-GENE-091118-1,csf1rb,cell_diff_brain,csf1rb,0.391072829765902,7dpl
ZDB-GENE-071206-1,radil,cell_diff_brain,radil,-0.157610954043756,7dpl
ZDB-GENE-031112-9,gemin5,cell_diff_brain,gemin5,0.080902073262362,7dpl
ZDB-GENE-090608-3,pcdh17,cell_diff_brain,pcdh17,-0.0401435151079543,7dpl
ZDB-GENE-021031-4,plod3,cell_diff_brain,plod3,-0.0722093854401176,7dpl
ZDB-GENE-040827-3,sf3b1,cell_diff_brain,sf3b1,0.229297165995364,7dpl
ZDB-GENE-030805-2,pdgfrb,cell_diff_brain,pdgfrb,-0.0950501206552431,7dpl
ZDB-GENE-011207-1,sox10,cell_diff_brain,sox10,-0.279024002756275,7dpl
ZDB-GENE-030516-4,ypel3,cell_diff_brain,ypel3,-0.916318116235151,7dpl
ZDB-GENE-081104-267,agtpbp1,cell_diff_brain,agtpbp1,0.281582803873883,7dpl
ZDB-GENE-130730-1,akt1,cell_diff_brain,akt1,-0.167321768387973,7dpl
ZDB-GENE-050417-151,zgc:112052,cell_diff_brain,zgc:112052,0.113884195578204,7dpl
ZDB-GENE-980526-164,spi1b,cell_diff_brain,spi1b,0.300140106091415,7dpl
ZDB-GENE-031002-48,tln1,cell_diff_brain,tln1,-0.153259517253252,7dpl
ZDB-GENE-000607-70,hey1,cell_diff_brain,hey1,-0.22350280741138,7dpl
ZDB-GENE-000209-4,robo3,cell_diff_brain,robo3,0.036873317353156,7dpl
ZDB-GENE-040426-2882,olfm2a,cell_diff_brain,olfm2a,-0.1450743991874,7dpl
ZDB-GENE-990715-2,sema3d,cell_diff_brain,sema3d,0.0725178247078475,7dpl
ZDB-GENE-041114-196,mybpc1,cell_diff_brain,mybpc1,1.26766749396049,7dpl
ZDB-GENE-990415-173,notch1a,cell_diff_brain,notch1a,0.221793455101874,7dpl
ZDB-GENE-030131-2785,stag2b,cell_diff_brain,stag2b,0.20214624848174,7dpl
ZDB-GENE-980526-29,dla,cell_diff_brain,dla,0.570847129897313,7dpl
ZDB-GENE-030131-9686,slbp,cell_diff_brain,slbp,-0.0955299851762395,7dpl
ZDB-GENE-011101-2,dcc,cell_diff_brain,dcc,0.310401273108388,7dpl
ZDB-GENE-070412-4,fkrp,cell_diff_brain,fkrp,-0.568703765950517,7dpl
ZDB-GENE-110621-1,atxn7,cell_diff_brain,atxn7,0.237822782682581,7dpl
ZDB-GENE-030131-2152,prickle1b,cell_diff_brain,prickle1b,0.278912880560944,7dpl
ZDB-GENE-070117-2515,npas4l,cell_diff_brain,npas4l,-0.0421075894263593,7dpl
ZDB-GENE-070831-1,kirrel3l,cell_diff_brain,kirrel3l,-0.122389142641522,7dpl
ZDB-GENE-060503-592,neu1,cell_diff_brain,neu1,-0.0891939139323008,7dpl
ZDB-GENE-000328-3,fzd8a,cell_diff_brain,fzd8a,0.176937676744002,7dpl
ZDB-GENE-040426-1087,arl6ip1,cell_diff_brain,arl6ip1,-0.0481261118099837,7dpl
ZDB-GENE-030131-6560,boc,cell_diff_brain,boc,0.347696902353994,7dpl
ZDB-GENE-011212-6,tfap2a,cell_diff_brain,tfap2a,-0.191389633593635,7dpl
ZDB-GENE-990415-31,ncam1a,cell_diff_brain,ncam1a,-0.0679012247069734,7dpl
ZDB-GENE-050302-113,nrg1,cell_diff_brain,nrg1,-0.17271439779768,7dpl
ZDB-GENE-020220-1,appb,cell_diff_brain,appb,-0.205340301826647,7dpl
ZDB-GENE-990415-47,dld,cell_diff_brain,dld,0.0416278378462685,7dpl
ZDB-GENE-001031-1,pax6b,cell_diff_brain,pax6b,-0.0427962515170376,7dpl
ZDB-GENE-990415-168,ntn1b,cell_diff_brain,ntn1b,-0.467304799502861,7dpl
ZDB-GENE-010226-1,gdnfa,cell_diff_brain,gdnfa,-0.12820364776178,7dpl
ZDB-GENE-030616-132,mycbp2,cell_diff_brain,mycbp2,0.280512451875543,7dpl
ZDB-GENE-090122-1,disc1,cell_diff_brain,disc1,0.270539037560646,7dpl
ZDB-GENE-001019-1,robo2,cell_diff_brain,robo2,0.190123963937145,7dpl
ZDB-GENE-990415-30,alcama,cell_diff_brain,alcama,-0.00664329289855332,7dpl
ZDB-GENE-030131-2281,col4a5,cell_diff_brain,col4a5,0.758759096044573,7dpl
ZDB-GENE-050720-2,dpysl3,cell_diff_brain,dpysl3,0.697559967992891,7dpl
ZDB-GENE-121214-346,nlrc3l,cell_diff_brain,nlrc3l,0.0952624238740356,7dpl
ZDB-GENE-000209-3,robo1,cell_diff_brain,robo1,0.01878769500032,7dpl
ZDB-GENE-000201-9,anos1a,cell_diff_brain,anos1a,-0.296473613525984,7dpl
ZDB-GENE-040910-1,nhsl1b,cell_diff_brain,nhsl1b,-0.165541714508624,7dpl
ZDB-GENE-990714-19,tenm3,cell_diff_brain,tenm3,0.331912759856304,7dpl
ZDB-GENE-040801-47,zgc:100846,cell_diff_brain,zgc:100846,0.247203706657736,7dpl
ZDB-GENE-010306-3,slit2,cell_diff_brain,slit2,-0.0355219227689689,7dpl
ZDB-GENE-030131-4013,olig2,cell_diff_brain,olig2,-0.505748027706642,7dpl
ZDB-GENE-010724-15,rps9,cell_diff_brain,rps9,-0.24840018519461,7dpl
ZDB-GENE-041014-359,flvcr1,cell_diff_brain,flvcr1,0.11567406206267,7dpl
ZDB-GENE-030131-5870,myh9a,cell_diff_brain,myh9a,-0.580415809217373,7dpl
ZDB-GENE-010306-4,slit3,cell_diff_brain,slit3,0.115191594419332,7dpl
ZDB-GENE-101017-1,spg11,cell_diff_brain,spg11,0.453563183630762,7dpl
ZDB-GENE-110421-4,masp1,cell_diff_brain,masp1,-0.0133687807474526,7dpl
ZDB-GENE-010501-6,ehmt2,cell_diff_brain,ehmt2,0.0112840606656312,7dpl
ZDB-GENE-041111-216,neb,cell_diff_brain,neb,0.320942167996628,7dpl
ZDB-GENE-980526-89,smo,cell_diff_brain,smo,0.0857918779171804,7dpl
ZDB-GENE-030131-667,ddx46,cell_diff_brain,ddx46,0.355112398105885,7dpl
ZDB-GENE-050518-2,lrp5,cell_diff_brain,lrp5,-0.232557216235299,7dpl
ZDB-GENE-080708-1,mif,cell_diff_brain,mif,-0.453694354469404,7dpl
ZDB-GENE-040622-5,rps29,cell_diff_brain,rps29,-0.439838167247043,7dpl
ZDB-GENE-040718-101,glrx2,cell_diff_brain,glrx2,-0.322854768215511,7dpl
ZDB-GENE-000329-5,notch3,cell_diff_brain,notch3,-0.126829663645584,7dpl
ZDB-GENE-060503-709,thsd7aa,cell_diff_brain,thsd7aa,-0.0595812629249178,7dpl
ZDB-GENE-030519-2,nrp1a,cell_diff_brain,nrp1a,-0.0128053028894778,7dpl
ZDB-GENE-030909-10,itgb1b,cell_diff_brain,itgb1b,-0.485537162600939,7dpl
ZDB-GENE-010822-2,ncam1b,cell_diff_brain,ncam1b,-0.00710520607574226,7dpl
ZDB-GENE-030804-1,tnr,cell_diff_brain,tnr,-0.0585175000117748,7dpl
ZDB-GENE-071004-19,trim35-28,cell_diff_brain,trim35-28,0.185055155068644,7dpl
ZDB-GENE-030131-7791,prmt8b,cell_diff_brain,prmt8b,-0.484207559763911,7dpl
ZDB-GENE-030131-8589,dhx16,cell_diff_brain,dhx16,0.27641180623769,7dpl
ZDB-GENE-990630-12,cntn2,cell_diff_brain,cntn2,0.0108605302286286,7dpl
ZDB-GENE-030513-2,pomca,cell_diff_brain,pomca,-0.000824183345935332,7dpl
ZDB-GENE-030404-2,mib1,cell_diff_brain,mib1,0.0616276219426677,7dpl
ZDB-GENE-040718-194,olfm1a,cell_diff_brain,olfm1a,0.0968814424287941,7dpl
ZDB-GENE-980526-403,nkx2.2a,cell_diff_brain,nkx2.2a,-0.507654228680738,7dpl
ZDB-GENE-081015-2,rpgrb,cell_diff_brain,rpgrb,0.243439966179961,7dpl
ZDB-GENE-050208-235,ambra1b,cell_diff_brain,ambra1b,-0.00697343680987418,7dpl
ZDB-GENE-031105-1,dpysl2b,cell_diff_brain,dpysl2b,-0.496848641918131,7dpl
ZDB-GENE-050913-35,pacsin1b,cell_diff_brain,pacsin1b,-0.275447253037591,7dpl
ZDB-GENE-111104-2,ambra1a,cell_diff_brain,ambra1a,0.128474897208139,7dpl
ZDB-GENE-070912-179,chd7,cell_diff_brain,chd7,0.180238553715302,7dpl
ZDB-GENE-030131-7050,dync1h1,cell_diff_brain,dync1h1,0.255620555196509,7dpl
ZDB-GENE-040426-983,atxn3,cell_diff_brain,atxn3,1.27353195431367,7dpl
ZDB-GENE-091020-11,cobl,cell_diff_brain,cobl,0.596804599354137,7dpl
ZDB-GENE-070912-532,ctnnd2b,cell_diff_brain,ctnnd2b,-0.0945566056604498,7dpl
ZDB-GENE-041111-102,atg4da,cell_diff_brain,atg4da,-0.0893899233100225,7dpl
ZDB-GENE-041014-1,met,cell_diff_brain,met,0.00188788697602545,7dpl
ZDB-GENE-060118-1,lama1,cell_diff_brain,lama1,0.291012596094052,7dpl
ZDB-GENE-060803-1,ahi1,cell_diff_brain,ahi1,0.182294570585111,7dpl
ZDB-GENE-040709-2,cpsf1,cell_diff_brain,cpsf1,0.0868526865685749,7dpl
ZDB-GENE-030911-7,disp1,cell_diff_brain,disp1,0.311128553770426,7dpl
ZDB-GENE-041124-2,extl3,cell_diff_brain,extl3,-0.115626246696743,7dpl
ZDB-GENE-030131-7190,mecp2,cell_diff_brain,mecp2,0.256496572306125,7dpl
ZDB-GENE-040428-1,rb1,cell_diff_brain,rb1,-0.155671721925321,7dpl
ZDB-GENE-040426-2331,spast,cell_diff_brain,spast,0.125924812830842,7dpl
ZDB-GENE-041212-53,pink1,cell_diff_brain,pink1,-0.0756685224041391,7dpl
ZDB-GENE-060503-266,xpr1b,cell_diff_brain,xpr1b,-0.262332253589158,7dpl
ZDB-GENE-030925-47,pard3ab,cell_diff_brain,pard3ab,0.419337360218702,7dpl
ZDB-GENE-030131-4917,esf1,cell_diff_brain,esf1,0.284487496883849,7dpl
ZDB-GENE-980605-16,lfng,cell_diff_brain,lfng,-0.0778861787704002,7dpl
ZDB-GENE-051113-124,dcdc2b,cell_diff_brain,dcdc2b,0.0882136797951706,7dpl
